,id_generacion,id_hora,fecha_hora,inyeccion_retiro,tipo,subtipo,fecha,hora,minuto,hora_decimal,tipo_subtipo
0,761928,19131,2024-03-08 00:00:00,0.0,Bess,Inyección,2024-03-08,0,0,0.0,Bess | Inyección
194,770589,19131,2024-03-08 00:00:00,0.0,Hidroeléctricas,Pasada,2024-03-08,0,0,0.0,Hidroeléctricas | Pasada
195,770620,19131,2024-03-08 00:00:00,2.0,Hidroeléctricas,Pasada,2024-03-08,0,0,0.0,Hidroeléctricas | Pasada
196,770651,19131,2024-03-08 00:00:00,0.0,Hidroeléctricas,Pasada,2024-03-08,0,0,0.0,Hidroeléctricas | Pasada
197,770682,19131,2024-03-08 00:00:00,0.0,Hidroeléctricas,Pasada,2024-03-08,0,0,0.0,Hidroeléctricas | Pasada
198,770713,19131,2024-03-08 00:00:00,1.0,Hidroeléctricas,Pasada,2024-03-08,0,0,0.0,Hidroeléctricas | Pasada
199,770744,19131,2024-03-08 00:00:00,0.0,Hidroeléctricas,Pasada,2024-03-08,0,0,0.0,Hidroeléctricas | Pasada
200,770775,19131,2024-03-08 00:00:00,0.0,Hidroeléctricas,Pasada,2024-03-08,0,0,0.0,Hidroeléctricas | Pasada
201,770806,19131,2024-03-08 00:00:00,1.0,Hidroeléctricas,Pasada,2024-03-08,0,0,0.0,Hidroeléctricas | Pasada
202,770837,19131,2024-03-08 00:00:00,0.0,Hidroeléctricas,Pasada,2024-03-08,0,0,0.0,Hidroeléctricas | Pasada
203,770868,19131,2024-03-08 00:00:00,0.0,Hidroeléctricas,Pasada,2024-03-08,0,0,0.0,Hidroeléctricas | Pasada
204,770899,19131,2024-03-08 00:00:00,0.0,Hidroeléctricas,Pasada,2024-03-08,0,0,0.0,Hidroeléctricas | Pasada
205,770930,19131,2024-03-08 00:00:00,0.0,Hidroeléctricas,Pasada,2024-03-08,0,0,0.0,Hidroeléctricas | Pasada
